decision,access_string
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 12516
0,72142 33950 2 33265 4 33312 6 34743 8 33268 33313 33270 2619
1,56680 35847 2 33730 4 33902 6 39668 8 33431 33904 37073 6916
1,71622 37352 2 3 4 33438 6 34390 8 33309 33313 11 21082
0,68252 40573 33316 33265 33317 37824 6 33708 8 33268 33290 33270 18772
1,69301 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 11455
1,44453 34849 33299 33300 33301 33302 6 44454 8 33431 33290 34851 28674
0,74499 33972 2 3 4 33279 6 33336 8 33275 33296 11 15406
1,60915 43935 33416 33689 33418 33690 6 35375 8 33289 33290 33450 19246
0,37513 37514 2 33730 4 34251 6 35375 8 9 33290 33450 17383
0,70083 70084 34046 34047 34048 34047 6 38807 8 33289 33290 34046 20761
1,77436 33786 33426 33675 33428 34041 6 33677 8 33309 33290 33678 2408
1,38340 37577 33416 33689 33418 36505 6 37578 8 33289 33290 33430 10453
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 29220
0,37169 35373 33426 33675 33428 35374 6 35375 8 9 33290 33450 29699
0,36829 35331 33339 33895 33341 34547 6 33518 33344 33431 33346 33430 29277
1,71569 34849 33299 33300 33301 33302 6 71570 8 33431 33290 34851 12567
1,44821 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 28663
1,76704 37473 33426 35335 33428 35454 6 33478 8 9 33290 33430 22582
1,77600 33293 2 3 4 33294 6 33672 8 9 33296 33403 20076
1,51132 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 14512
0,39022 39023 34046 34047 34048 34047 6 39024 8 33431 33290 34046 25288
1,76903 76904 33416 33689 33418 33690 6 76498 8 33289 33290 33450 8016
1,33654 33655 33316 33385 33317 33386 6 33656 8 33289 33320 33657 14300
0,44046 43111 33283 33975 33285 33366 6 34403 8 33368 33976 33370 6753
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 23265
1,72840 40597 33299 33395 33301 33840 6 35375 8 33289 33290 33450 22776
1,49188 49189 33299 33866 33301 33866 6 35375 8 9 33290 33450 23979
0,55480 47964 34046 34047 34048 34047 6 48876 8 33326 33290 34046 29033
0,71145 43935 33416 33689 33418 33690 6 35375 8 33289 33290 33450 2964
1,67563 40573 33347 34597 33502 34597 6 36802 8 33431 33290 33347 3287
1,72981 42612 2 3 4 33485 6 33672 8 9 33276 33403 16952
1,76903 76904 33416 33689 33418 33690 6 76498 8 33289 33290 33450 19046
1,46847 46652 33416 33529 33418 35301 6 46848 36172 33431 33290 33423 2591
