decision,access_string
1,33515 33516 33357 33458 33359 33517 6 33518 8 33289 33290 33430 31179
0,57947 40573 33347 34597 33502 34597 6 57948 8 9 33290 33347 19248
1,69755 37514 2 33730 4 34251 6 69756 8 33289 33290 33450 27820
0,68206 37145 2 3 4 33568 6 33569 8 33275 33570 11 23047
0,40572 40573 33347 34597 33502 34597 6 40574 8 33431 33290 33347 4084
1,40421 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 11487
1,71751 34951 2 3 4 34917 6 40144 8 33326 33296 11 21082
1,38184 37514 2 33730 4 33902 6 35375 8 33289 33290 33450 27983
0,43430 38627 34046 34047 34048 34047 6 38628 8 34576 33290 38629 3051
0,58509 41410 33316 34024 33317 39065 6 35375 8 33289 33290 33450 8117
1,42138 40822 33426 33621 33428 33621 6 42139 8 9 33290 33450 22530
0,57513 33516 33357 33458 33359 33517 6 33430 8 9 33290 33430 5312
0,47082 43239 33283 33284 33285 36661 6 47083 8 33326 33290 33362 17683
0,40417 34143 2 3 4 33273 6 33336 8 33275 33296 11 11139
0,41038 34507 2 3 4 33307 6 33489 8 33275 33313 11 29435
1,77600 33293 2 3 4 33294 6 33672 8 9 33296 33403 20071
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 17714
1,55471 45701 34046 34047 34048 34047 6 55472 8 9 33290 33430 24596
1,76704 37473 33426 35335 33428 35454 6 33478 8 9 33290 33430 22645
0,77370 39710 34046 34047 34048 34047 6 48876 8 33326 33290 34046 19096
1,44453 34849 33299 33300 33301 33302 6 44454 8 33431 33290 34851 24280
1,42965 34609 2 34610 4 34611 6 42966 8 34576 33904 42967 5985
0,77243 35126 2 33265 4 33266 6 33559 8 33268 33269 33270 6544
1,47612 43935 33416 33689 33418 33690 6 35375 8 33289 33290 33450 18800
1,77600 33293 2 3 4 33294 6 33672 8 9 33296 33403 20059
1,33670 33671 2 3 4 33467 6 33672 8 9 33313 33403 20095
0,71217 34040 33426 33675 33428 34041 6 33677 8 33289 33290 33678 25945
1,76497 69134 33416 33689 33418 33690 6 76498 36228 33289 33290 33450 6115
1,69301 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 11546
0,43934 43935 33416 33689 33418 33690 6 43936 8 33289 33290 33450 28624
1,47612 43935 33416 33689 33418 33690 6 35375 8 33289 33290 33450 19433
1,58550 33463 2 3 4 35285 6 33672 8 9 33313 33403 20123
1,50016 42282 33283 34411 33285 34412 6 50017 36228 9 33290 33291 25263
0,53306 35029 2 33265 4 33307 6 33280 8 33268 33313 33270 19435
1,38184 37514 2 33730 4 33902 6 35375 8 33289 33290 33450 25519
0,55471 45701 34046 34047 34048 34047 6 55472 8 9 33290 33430 7241
1,75315 36384 2 33730 4 36385 6 75316 8 33431 33313 33657 19587
0,77213 44900 33357 33458 33359 33517 6 77214 8 33431 33290 33430 21224
1,63240 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 11582
0,33515 33516 33357 33458 33359 33517 6 33518 8 33289 33290 33430 22274
1,67872 43935 33416 33689 33418 33690 6 67873 37369 9 33290 33450 18649
0,66740 34119 2 3 4 33273 6 33336 8 33275 33276 11 29652
1,64953 46581 33426 33621 33428 33621 6 51074 8 9 33290 33450 28311
1,43753 41485 2 33730 4 34251 6 43754 8 33431 33290 35134 11031
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 11149
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 24386
0,77058 34541 33416 34542 33418 34543 6 47163 33421 33431 33422 34545 30546
1,33654 33655 33316 33385 33317 33386 6 33656 8 33289 33320 33657 23031
1,43934 43935 33416 33689 33418 33690 6 43936 8 33289 33290 33450 18709
1,76211 37514 2 33730 4 34251 6 35375 8 33289 33290 33450 27897
1,33654 33655 33316 33385 33317 33386 6 33656 8 33289 33320 33657 14174
0,59439 37149 34046 34047 34048 34047 6 41822 8 33345 33290 34046 16500
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 12500
0,59059 35567 34046 33265 34048 34047 6 33708 8 33268 33290 33270 27682
1,37513 37514 2 33730 4 34251 6 35375 8 9 33290 33450 27912
1,72981 42612 2 3 4 33485 6 33672 8 9 33276 33403 21999
0,44816 44817 34046 33265 34048 34047 6 34226 8 33268 33290 33270 23498
0,35758 33394 33299 33395 33301 33396 6 33397 8 33268 33290 33270 15714
1,44453 34849 33299 33300 33301 33302 6 44454 8 33431 33290 34851 24241
1,40421 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 31422
0,59405 43945 33521 34787 33523 33549 6 35375 8 33431 33290 33450 30264
0,66397 34300 2 33265 4 33590 6 38857 8 33268 33313 33270 26044
1,54001 40459 33299 36226 33301 40460 6 54002 8 33431 33290 34539 12987
0,50157 43328 33416 33748 33418 43329 6 50158 8 33289 33752 33526 20511
0,55471 45701 34046 34047 34048 34047 6 55472 8 9 33290 33430 22304
1,40421 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 8250
1,69755 37514 2 33730 4 34251 6 69756 8 33289 33290 33450 20003
1,55138 55139 33299 34471 33301 39521 6 55140 8 33289 34474 33968 5702
0,75430 34997 33316 33385 33317 33386 6 41362 8 33289 34999 33389 10705
0,47510 34933 2 3 4 33307 6 33489 8 33275 10 11 7074
0,52439 35131 33283 33447 33285 35132 6 52440 8 33289 33290 35134 29310
1,74936 33710 2 3 4 33553 6 35246 8 9 33296 33403 21613
0,69930 38056 33426 33675 33428 34041 6 33677 8 33309 33290 33678 9875
0,75025 46794 33416 33417 33418 37393 6 75026 8 33431 33422 34545 25309
1,55941 52731 33283 34411 33285 34412 6 55942 8 33431 33290 33291 25272
1,69668 33858 2 33265 4 33307 6 33280 8 33268 33269 33270 9807
0,40224 40225 2 33365 4 33366 6 40226 8 33309 33408 33370 9955
0,59606 34742 2 33265 4 33375 6 34743 8 33268 33296 33270 19428
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 28923
0,36482 35956 2 33265 4 33467 6 34743 8 33268 33313 33270 27320
1,68128 33446 33283 33447 33285 33448 6 35375 8 33289 33290 33450 13239
1,77568 62278 34046 34047 34048 34047 6 58829 8 33431 33290 34046 5034
0,53400 53401 33357 33358 33359 45499 6 34936 8 33431 33290 33712 4460
1,55007 37473 33426 35335 33428 35454 6 44503 8 33326 33290 33430 22556
1,42138 40822 33426 33621 33428 33621 6 42139 8 9 33290 33450 25652
0,76600 53401 33357 33458 33359 49729 6 76601 8 34576 33290 34613 13348
1,76704 37473 33426 35335 33428 35454 6 33478 8 9 33290 33430 11307
1,58781 34040 33426 33675 33428 34041 6 49878 8 33309 33290 33678 4586
1,73226 40459 33299 36226 33301 40460 6 35375 8 33289 33290 33450 12928
0,44714 41477 2 33730 4 34251 6 44715 8 33289 33290 35134 22827
1,77781 57068 33416 34542 33418 34047 6 39711 8 33431 33422 34046 6136
0,56803 44139 34046 34047 34048 34047 6 56804 8 33345 33290 34046 8269
1,41976 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 22907
0,74837 40595 33299 36226 33301 40460 6 33622 8 33431 33290 33604 17644
1,76497 69134 33416 33689 33418 33690 6 76498 36228 33289 33290 33450 18650
0,46651 46652 33416 33529 33418 35301 6 46653 8 33268 33290 33270 10130
0,51753 34933 2 33265 4 33307 6 33280 8 33268 10 33270 30214
1,72981 42612 2 3 4 33485 6 33672 8 9 33276 33403 20760
1,67265 64648 34046 33265 34048 34047 6 33708 8 33268 33290 33270 6165
0,53490 45701 34046 34047 34048 34047 6 53491 8 33431 33290 33430 27052
0,40468 33959 2 33265 4 33279 6 33280 8 33268 33455 33270 23155
1,72981 42612 2 3 4 33485 6 33672 8 9 33276 33403 16948
0,35990 35991 2 33265 4 33266 6 33454 8 33268 33269 33270 7676
1,57724 57725 33283 36963 33285 36964 6 57726 8 9 33290 33291 6877
0,53490 45701 34046 34047 34048 34047 6 53491 8 33431 33290 33430 11881
0,70127 36489 33283 33284 33285 36490 6 35375 8 33289 33290 33450 20940
0,43166 42580 33316 42581 33317 42582 6 39668 8 33431 33290 38385 8504
0,54146 43935 33416 33689 33418 33690 6 47942 8 33289 33290 33450 21847
1,56901 45701 34046 34047 34048 34047 6 56902 8 33289 33290 34046 24615
1,51910 37473 33426 33427 33428 33429 6 44880 8 33431 33290 33430 25901
1,42448 38627 34046 34047 34048 34047 6 42449 8 34576 33290 38629 3155
1,52016 50917 33299 36226 33301 40460 6 52017 8 33326 33290 34539 12976
1,71569 34849 33299 33300 33301 33302 6 71570 8 33431 33290 34851 24238
1,60876 37872 33316 33385 33317 33386 6 38320 8 33289 34999 33657 16159
0,44714 41477 2 33730 4 34251 6 44715 8 33289 33290 35134 19899
0,56597 35805 34046 33265 34048 34047 6 34226 8 33268 33290 33270 27799
1,44308 39200 33426 33621 33428 33621 6 35375 8 33289 33290 33450 28333
1,71145 43935 33416 33689 33418 33690 6 35375 8 33289 33290 33450 19262
0,74603 35567 34046 34047 34048 34047 6 74604 8 33326 33290 34046 2855
1,53605 40225 2 33365 4 37239 6 53606 8 9 33408 33595 18331
1,55471 45701 34046 34047 34048 34047 6 55472 8 9 33290 33430 24619
0,33445 33446 33283 33447 33285 33448 6 33449 8 33289 33290 33450 17788
1,53605 40225 2 33365 4 37239 6 53606 8 9 33408 33595 18402
0,61139 33671 2 3 4 33467 6 33672 8 9 33313 33403 3150
1,44821 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 29087
0,74997 74998 33416 34542 33418 34715 6 74999 8 9 33422 33450 24632
1,45598 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 1933
1,41228 41229 33283 33323 33285 34706 6 35375 8 33289 33290 33450 29449
1,77188 77189 34046 34047 34048 34047 6 61108 8 33289 33290 34046 8887
0,71032 34040 33426 33675 33428 34041 6 33677 8 33309 33290 33678 31666
1,47269 46581 33426 33621 33428 33621 6 35375 8 33289 33290 33450 28283
1,67265 64648 34046 33265 34048 34047 6 33708 8 33268 33290 33270 24648
0,49303 35387 2 33265 4 33273 6 33280 8 33268 10 33270 7484
1,48635 37473 33426 33427 33428 33429 6 44503 8 33326 33290 33430 25067
0,63240 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 32933
1,63886 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 17100
0,39464 34600 2 33265 4 33273 6 33280 8 33268 33313 33270 9526
1,43934 43935 33416 33689 33418 33690 6 43936 8 33289 33290 33450 18681
1,44821 37666 33299 33395 33301 37667 6 35375 8 33289 33290 33450 28945
1,40458 40459 33299 36226 33301 40460 6 38360 8 9 33290 34539 9960
0,43598 33632 2 33265 4 33273 6 33280 8 33268 33269 33270 13852
1,76137 52520 2 33730 4 42245 6 76138 8 33326 33904 33657 19668
0,49702 45713 33316 34024 33317 45714 6 33518 8 9 33388 33430 11579
