decision,access_string
0,68480 47310 2 3 4 5 6 68481 8 33431 10 11 21473
1,44298 41301 33339 34566 33341 35926 6 44299 8 9 33290 33739 13106
1,46613 35668 33299 33866 33301 33866 6 33531 8 33326 33290 33430 10394
1,49255 38741 33283 33447 33285 33448 6 33518 8 33431 33290 33430 12496
1,63638 44584 33299 33395 33301 37490 6 63639 8 33326 33290 33430 23089
0,53949 34629 2 33265 4 33438 6 33280 8 33268 33439 33270 32018
1,55020 51775 33339 35215 33341 35215 6 33518 35217 9 35218 33430 23455
1,61528 49029 33521 36927 33523 36928 6 36431 8 33289 33290 33526 6522
1,46285 46286 33521 34787 33523 33549 6 42923 8 33289 33290 33526 22504
1,47807 37352 2 3 4 33438 6 34390 8 33309 33313 11 20387
1,69801 35593 2 3 4 33438 6 35594 8 33275 33276 11 19689
0,73940 39484 2 3 4 33307 6 33489 8 33275 33313 11 16266
0,67067 36882 2 3 4 33438 6 36883 8 33309 10 33403 32499
1,43167 43168 33299 33395 33301 37667 6 43169 8 33289 33408 33657 20484
1,75104 35119 2 33730 4 34200 6 35120 8 9 10 33657 20784
0,44674 42989 33426 33853 33428 33854 6 44675 8 33431 33844 34435 20034
1,47284 41013 33283 34411 33285 34483 6 36850 8 33431 33290 33461 8283
0,57638 35161 2 33365 4 33366 6 38874 8 33368 33408 33370 16255
0,71824 45529 33416 33476 33418 33477 6 35147 8 9 33290 33712 8958
0,48706 34629 2 33265 4 33438 6 33280 8 33268 33439 33270 8529
0,39904 39905 33357 33458 33359 33517 6 33518 8 9 33290 33430 3661
1,74755 33655 33316 33265 33317 33318 6 74756 8 33268 33320 33270 14704
1,71893 34389 2 33730 4 36385 6 40783 8 33289 33269 33657 20034
0,66988 33382 2 33265 4 33307 6 33280 8 33268 33296 33270 18768
1,39904 39905 33357 33458 33359 33517 6 33518 8 9 33290 33430 11136
1,35118 35119 2 33730 4 34200 6 35120 8 9 33313 33657 19689
1,68643 60574 2 34012 4 33568 6 68644 8 33431 33276 33526 4303
0,40675 34629 2 33265 4 33438 6 33280 8 33268 33439 33270 16282
1,65057 43465 33283 33323 33285 33775 6 65058 8 33289 33844 33291 32964
0,74347 33825 2 3 4 33273 6 33489 8 33275 33313 11 6293
0,74194 33821 2 3 4 33822 6 33823 8 33309 33439 11 6360
1,37690 33794 33283 33447 33285 33448 6 33691 8 33289 33290 33430 13249
1,74755 33655 33316 33265 33317 33318 6 74756 8 33268 33320 33270 15057
1,60734 34629 2 3 4 33438 6 42642 8 33309 33439 11 33062
1,65057 43465 33283 33323 33285 33775 6 65058 8 33289 33844 33291 27527
0,51806 41340 33416 34542 33418 40592 6 39829 33421 9 33422 34717 20387
1,51017 43347 33339 34566 33341 35108 6 51018 8 33431 33290 33461 31629
1,47807 37352 2 3 4 33438 6 34390 8 33309 33313 11 17717
1,49255 38741 33283 33447 33285 33448 6 33518 8 33431 33290 33430 12529
1,62180 47733 33283 33323 33285 33324 6 62181 33777 9 33290 33291 11008
0,74788 37638 33283 34411 33285 34483 6 49670 8 33431 33422 600 6189
1,74755 33655 33316 33265 33317 33318 6 74756 8 33268 33320 33270 14990
0,77977 34309 33316 33265 33317 33318 6 34310 8 33268 33290 33270 20034
1,72002 38423 33299 33395 33301 37667 6 72003 8 33289 33408 33657 19904
0,65884 34629 2 33265 4 33438 6 33280 8 33268 33439 33270 24458
1,49257 40891 33426 33927 33428 39171 6 33622 8 9 33290 33930 25984
0,65057 43465 33283 33323 33285 33775 6 65058 8 33289 33844 33291 26017
0,75810 34629 2 33265 4 33438 6 33280 8 33268 33439 33270 11196
0,73106 53144 33416 33748 33418 37050 6 49210 8 33431 33752 33833 28980
0,34220 34221 33416 34207 33418 34222 6 34223 8 33289 34210 33968 25129
1,60734 34629 2 3 4 33438 6 42642 8 33309 33439 11 33069
1,47807 37352 2 3 4 33438 6 34390 8 33309 33313 11 20484
0,49186 37638 33283 34411 33285 34483 6 49187 8 9 33422 33833 6829
0,62061 33488 2 3 4 33438 6 33489 8 33275 33313 11 19329
1,46869 40891 33426 33927 33428 39171 6 33622 8 9 33290 33930 25995
0,49414 33293 2 33265 4 33294 6 35340 8 33268 33296 33270 30538
1,74755 33655 33316 33265 33317 33318 6 74756 8 33268 33320 33270 14736
0,34526 34038 2 3 4 33279 6 33336 8 33275 33296 11 17545
1,41479 38741 33283 33447 33285 33448 6 34557 8 9 33290 33430 13246
0,59217 34629 2 33265 4 33438 6 33280 8 33268 33439 33270 12372
1,58654 34098 2 33365 4 33406 6 33407 8 33368 33369 33370 8662
0,43178 34682 2 33265 4 33307 6 33280 8 33268 33296 33270 26991
0,76383 37986 2 3 4 33568 6 33569 8 33275 33570 11 8567
0,49028 49029 33521 36927 33523 36928 6 37832 8 33289 33290 33526 10378
1,38740 38741 33283 33447 33285 33448 6 34496 8 33431 33290 33430 13021
0,57638 35161 2 33365 4 33366 6 38874 8 33368 33408 33370 15654
0,49305 34652 2 33265 4 33294 6 34653 8 33268 33296 33270 11784
