decision,access_string
0,42274 38649 33339 33895 33341 38650 6 39850 33344 33326 33346 33430 10184
0,68894 40010 33283 33323 33285 68895 6 68896 8 9 33290 33291 16454
1,69246 53180 2 33365 4 34063 6 69247 8 33431 33904 33423 29978
1,63587 63437 33283 34572 33285 34573 6 36296 8 33289 33290 33291 30527
1,76596 41229 33283 33323 33285 34706 6 33622 8 9 33290 33604 29739
1,57680 40010 33283 33323 33285 40011 6 36521 34005 9 33290 33291 29753
0,48800 37919 2 33730 4 42245 6 48801 8 9 33904 33423 18970
1,49714 35788 33283 33323 33285 40011 6 49715 34005 33345 33290 34577 5040
1,47923 39481 33283 33284 33285 33286 6 38476 33288 33431 33290 33291 3610
1,76374 43772 33299 34471 33301 37386 6 76375 8 33326 33290 33863 16850
0,57144 39340 33283 36494 33285 39341 6 57145 44965 33431 33290 33291 19876
1,67973 42282 33283 34411 33285 34412 6 67974 34665 9 33290 33291 33189
0,49118 49119 33416 33529 33418 35612 6 49120 36172 33345 33290 33423 25124
1,74877 34457 2 3 4 33438 6 33336 8 33275 33296 11 21905
1,70758 34218 33283 33323 33285 33775 6 70759 33777 33345 33290 34577 6669
1,39418 38272 33299 33395 33301 33396 6 36214 8 9 33290 33423 8557
0,36503 36504 33416 33689 33418 36505 6 36506 8 9 33290 34569 27622
0,61114 61115 33283 34432 33285 35600 6 33518 8 9 33290 33430 18853
1,43972 43388 2 33730 4 43973 6 43974 8 33326 33904 33423 7338
0,60451 42768 33339 34566 33341 35926 6 60452 8 33431 33290 33423 3140
0,72641 54925 33416 33417 33418 33419 6 72642 8 9 33422 33423 13271
1,62698 42368 33357 33458 33359 33517 6 62699 8 33431 33290 33430 29808
0,57002 33540 2 3 4 33541 6 33489 8 33275 33313 11 32362
1,34824 34825 33316 33385 33317 34826 6 34827 8 9 33290 33423 16322
0,67291 35539 33416 33417 33418 35540 6 67292 33421 33431 33422 33423 25596
0,69676 57474 33283 33284 33285 33286 6 69677 8 33289 33290 33739 29193
1,61464 42052 2 33730 4 34016 6 36214 8 9 33904 33423 7504
0,77530 35959 2 3 4 33307 6 33336 8 33275 33313 11 22016
1,72641 54925 33416 33417 33418 33419 6 72642 8 9 33422 33423 29964
1,61874 52808 33426 35335 33428 35336 6 36214 8 33431 33290 33423 32417
1,75935 75936 33283 33323 33285 33775 6 42384 8 33289 33290 33291 7784
1,71347 34218 33283 33323 33285 33775 6 71348 8 33326 33290 33604 32956
1,38740 38741 33283 33447 33285 33448 6 34496 8 33431 33290 33430 13004
1,38767 37093 33299 38768 33301 38769 6 38770 8 33326 33290 33526 8348
1,66177 36413 33299 33790 33301 34102 6 36214 8 9 33290 33423 31811
1,61269 33774 33283 33323 33285 33775 6 61270 33777 33431 33290 33291 6976
0,60152 60153 33521 33544 33523 33545 6 51916 8 33268 33290 33270 16189
1,46784 46785 33283 33323 33285 33775 6 40456 33777 33431 33290 33291 25152
0,66579 33564 2 33265 4 33375 6 66580 8 33268 33296 33270 21711
0,43693 37581 33283 36494 33285 34662 6 33616 43694 9 33290 33461 31538
1,68136 36343 33283 33323 33285 33775 6 42384 8 33289 33290 34780 26992
0,63756 37412 33316 33265 33317 33318 6 33397 8 33268 33290 33270 14763
1,43524 42734 33283 33323 33285 33497 6 43316 33777 33289 33290 33291 32970
1,40360 37451 2 33365 4 33406 6 33407 8 33368 33369 33370 7350
0,42223 37451 2 33365 4 33406 6 33407 8 33368 33369 33370 15118
1,76691 39808 33299 33395 33301 33861 6 56254 8 33431 33290 33863 2535
0,41576 34160 2 3 4 33307 6 41577 8 33275 33455 11 20533
0,49568 34152 33283 33323 33285 33497 6 33498 8 33289 33290 33291 9570
1,57962 39808 33299 33395 33301 33861 6 57963 8 33268 33290 33270 8975
0,60550 43747 2 3 4 33870 6 43748 8 33431 33290 35134 11040
1,75759 43747 2 3 4 33870 6 43748 8 33431 33290 35134 10698
0,41963 34439 2 33265 4 33279 6 33280 8 33268 10 33270 24058
0,36290 36291 33357 33458 33359 34163 6 36292 8 33431 33290 33423 14797
1,74048 39389 33283 33323 33285 33775 6 40091 8 33431 33290 33291 11031
0,63559 34808 2 33265 4 33467 6 37356 8 33268 33313 33270 25028
1,34824 34825 33316 33385 33317 34826 6 34827 8 9 33290 33423 14609
1,43524 42734 33283 33323 33285 33497 6 43316 33777 33289 33290 33291 27540
1,57524 33774 33283 33323 33285 33775 6 36521 33777 9 33290 33291 24938
0,71767 34571 33283 33323 33285 33775 6 71768 8 34576 33290 34577 4652
0,57608 33496 33283 33323 33285 33497 6 33498 8 33289 33290 34780 30334
1,65057 43465 33283 33323 33285 33775 6 65058 8 33289 33844 33291 33198
0,65154 37848 2 3 4 33568 6 33569 8 33275 33570 11 28290
1,57524 33774 33283 33323 33285 33775 6 36521 33777 9 33290 33291 8567
1,34824 34825 33316 33385 33317 34826 6 34827 8 9 33290 33423 11399
0,64413 39170 33426 33265 33428 39171 6 48651 8 33268 33290 33270 12407
1,34824 34825 33316 33385 33317 34826 6 34827 8 9 33290 33423 14731
1,38422 38423 33299 33395 33301 37667 6 38424 8 33289 33408 33657 13531
0,54786 35788 33283 33323 33285 33775 6 54787 8 33345 33290 33291 6299
0,40350 35392 33416 33417 33418 33419 6 40351 33421 33326 33422 33423 9074
0,50043 43764 33283 33323 33285 33497 6 50044 8 33289 33290 33291 11372
1,42579 42580 33316 42581 33317 42582 6 36521 8 33431 33290 38385 7433
1,38767 37093 33299 38768 33301 38769 6 38770 8 33326 33290 33526 3163
0,76496 35156 2 3 4 33307 6 41577 8 33275 33296 11 28751
1,65568 42734 33283 33323 33285 33775 6 65569 33777 9 33290 33291 32988
0,51595 39846 33283 33323 33285 33775 6 51596 8 33431 33290 33291 9911
0,54075 33774 33283 33323 33285 33775 6 52942 8 33431 33290 33461 32518
0,65750 34407 33283 33323 33285 34408 6 33518 8 9 33422 33430 4752
1,41064 41065 33283 33323 33285 40011 6 41027 34005 33431 33290 33291 29468
0,77144 33391 2 33265 4 33307 6 33280 8 33268 33269 33270 24247
1,68894 40010 33283 33323 33285 68895 6 68896 8 9 33290 33291 33248
1,50379 40090 33283 33323 33285 38636 6 50380 8 33326 33290 33362 8618
0,58045 35486 33283 33447 33285 34535 6 58046 8 33431 33290 34553 18650
1,33841 33842 33283 33323 33285 33775 6 33843 8 33431 33844 33604 27703
