decision,access_string
1,71440 44502 33357 33458 33359 33517 6 36850 8 33431 33290 33461 3610
0,49808 35451 2 33365 4 33366 6 36904 8 33368 33408 33370 10703
1,55680 37753 33299 33601 33301 33812 6 33518 8 9 33290 33430 30630
1,34824 34825 33316 33385 33317 34826 6 34827 8 9 33290 33423 15799
1,53717 37867 33347 34597 33502 34597 6 53718 8 33326 33290 33423 22387
1,55303 39389 33283 33323 33285 33775 6 40091 8 33431 33290 33291 24944
1,77532 33981 2 33265 4 33273 6 33280 8 33268 33296 33270 9721
1,46815 39552 33316 33385 33317 34826 6 46816 8 9 33290 33833 14224
1,66179 35593 2 3 4 33438 6 34390 8 33309 33276 11 17691
0,47356 37531 2 3 4 33467 6 45383 8 33326 33313 11 20202
1,60357 34439 2 33265 4 33279 6 33280 8 33268 10 33270 9828
1,74044 63840 33283 33323 33285 54321 6 74045 8 33289 33290 34780 32344
1,41025 41026 33283 33323 33285 33775 6 41027 33777 33431 33290 33291 3033
1,39418 38272 33299 33395 33301 33396 6 36214 8 9 33290 33423 8878
0,65663 35576 2 3 4 33273 6 41577 8 33309 33455 11 27820
1,68196 38854 2 34181 4 36213 6 36214 8 33289 33904 33423 28568
1,53545 40307 33283 33323 33285 33324 6 41073 8 9 33290 33291 4967
1,34824 34825 33316 33385 33317 34826 6 34827 8 9 33290 33423 16720
1,49255 38741 33283 33447 33285 33448 6 33518 8 33431 33290 33430 12496
0,44283 44059 33283 33323 33285 34706 6 37578 8 9 33290 33430 28043
0,41941 40010 33283 33323 33285 40011 6 41942 8 33431 33290 33291 31661
1,57144 39340 33283 36494 33285 39341 6 57145 44965 33431 33290 33291 12595
1,43314 43315 33283 33323 33285 33497 6 43316 8 9 33290 33291 26983
0,66629 40923 33283 33323 33285 40011 6 52801 8 33326 33290 33291 15157
1,69241 48514 33283 33447 33285 44155 6 33518 8 9 33290 33430 24079
0,61464 42052 2 33730 4 34016 6 36214 8 9 33904 33423 27385
0,68625 50079 33283 33323 33285 34408 6 35988 8 33289 33422 33430 2269
1,34217 34218 33283 33323 33285 33775 6 34219 8 33431 33290 33291 8557
