decision,access_string
1,55258 55259 2 33730 4 42245 6 36199 8 33289 33904 33430 9320
0,58697 33693 2 3 4 33438 6 33694 8 33309 33313 11 19633
1,77700 34300 2 3 4 33438 6 38728 8 33309 33313 33403 20081
0,71680 43024 33416 33689 33418 33828 6 40667 8 33431 33422 34569 5427
1,63886 40422 33316 33385 33317 33386 6 40423 8 33289 33290 33450 17741
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 28693
1,51832 42553 33416 33689 33418 33828 6 35402 8 33431 33422 34569 19068
0,42253 42254 33521 33265 33523 35159 6 36886 8 33268 33290 33270 30310
1,76198 44034 33283 33284 33285 36490 6 34557 8 9 33290 33430 19538
0,65958 45602 33283 33284 33285 36490 6 33691 8 33289 33290 33430 23634
1,66393 50456 33316 33385 33317 33318 6 66394 8 33431 33320 33657 14878
0,43674 36475 33283 33284 33285 35822 6 33518 8 33289 33422 33430 13691
1,70463 55416 33283 40171 33285 34131 6 36495 8 33289 33290 33291 18181
1,48374 33892 2 3 4 33307 6 44741 8 33309 33455 11 8600
0,44475 34631 2 33265 4 33273 6 33280 8 33268 33269 33270 33262
1,60781 36252 33283 33284 33285 35822 6 33518 8 9 33422 33430 9320
0,56939 46245 33299 33866 33301 33866 6 36199 8 33289 33290 33430 6519
1,48511 37417 33283 33284 33285 35822 6 48512 8 33345 33422 33430 19151
1,76394 35748 33426 35335 33428 35454 6 33518 8 33289 33290 33430 22701
1,40384 40385 33283 33284 33285 39060 6 34557 8 33431 33290 33430 19505
1,54730 53063 2 3 4 35629 6 54731 8 33345 33313 11 20081
1,69966 36252 33283 33284 33285 35822 6 33518 8 9 33422 33430 19153
0,65891 35115 2 33265 4 33294 6 33609 8 33268 33296 33270 32840
1,59205 44551 33283 33284 33285 36490 6 59206 8 33431 33290 33430 19534
1,57680 40010 33283 33323 33285 40011 6 36521 34005 9 33290 33291 27727
1,62547 38417 33283 33284 33285 33286 6 62548 33288 33289 33290 33291 9001
1,48316 40095 33283 33284 33285 48317 6 48318 34912 9 34913 33423 19176
1,54940 35624 33316 34256 33317 35625 6 41014 8 33326 33388 33461 11805
1,58786 38342 33347 35017 33502 35018 6 58787 8 33431 33290 33604 23386
1,66589 37467 2 3 4 33294 6 40144 8 33326 33296 11 9719
1,45242 41523 33283 33447 33285 39452 6 33518 8 9 33290 33430 12501
1,67854 44034 33283 33284 33285 36490 6 33518 8 9 33290 33430 19548
0,58435 43078 33416 33529 33418 35112 6 58436 8 33431 33617 33618 27787
0,38653 34212 2 33265 4 33307 6 33280 8 33268 33269 33270 7658
1,52319 34366 33316 33265 33317 33318 6 33708 8 33268 33320 33270 15023
1,70514 41181 33299 33300 33301 33302 6 70515 8 33431 33290 34851 8389
1,66921 41343 2 33730 4 36385 6 40783 8 33289 33296 33657 16363
0,42059 42060 33283 33284 33285 36490 6 33518 8 9 33290 33430 27596
0,50647 33892 2 3 4 33307 6 33336 8 33275 33455 11 14876
0,71169 41115 33416 33689 33418 33828 6 71170 8 33326 33422 33430 28060
0,64026 34591 33426 35335 33428 35497 6 39546 8 33275 33296 11 22016
0,71498 40362 33416 33689 33418 33828 6 33518 33421 9 33422 33430 27265
0,52965 39320 33283 33284 33285 35822 6 33518 8 33289 33422 33430 26031
1,70898 45602 33283 33284 33285 36490 6 48781 8 33431 33290 33430 19542
0,55740 44235 33283 33284 33285 33286 6 55741 33288 33431 33290 33291 1049
1,66393 50456 33316 33385 33317 33318 6 66394 8 33431 33320 33657 14924
1,58766 58767 2 3 4 33467 6 34918 8 33431 33313 11 33075
0,36930 33315 33316 33265 33317 33318 6 35940 8 33268 33320 33270 17117
1,69420 35503 2 33265 4 33438 6 33280 8 33268 33313 33270 11268
0,41785 36489 33283 33284 33285 36490 6 33518 8 33289 33290 33430 22266
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 28961
1,48511 37417 33283 33284 33285 35822 6 48512 8 33345 33422 33430 19164
0,48853 34606 2 3 4 33279 6 44741 8 33275 33313 11 2671
1,77792 33401 33316 33385 33317 33386 6 39896 8 33289 33290 33657 15769
0,75727 36580 2 33730 4 33902 6 75728 8 33431 33904 33430 5951
1,46014 37666 33299 33395 33301 37667 6 46015 8 33289 33290 33657 29209
1,70898 45602 33283 33284 33285 36490 6 48781 8 33431 33290 33430 9383
1,77740 36050 33521 34979 33523 34979 6 77741 8 34576 33290 36052 7213
0,66987 35003 33283 33584 33285 33366 6 37064 8 33270 33586 33587 23628
1,76103 44551 33283 33284 33285 40767 6 76104 8 33326 33290 33430 18523
1,74978 42144 2 33730 4 36385 6 40783 8 33289 33313 33657 19689
1,34443 34444 33283 33284 33285 33536 6 34445 8 33289 33290 33291 8308
0,59912 39552 33316 33265 33317 33318 6 40559 8 33268 33320 33270 5793
