decision,access_string
0,60236 48740 2 33265 4 33438 6 33333 8 33268 33313 33270 18306
1,69948 36720 33283 34411 33285 34483 6 33518 8 33289 33290 33430 19314
0,61240 37389 33416 33689 33418 33828 6 36978 8 33431 33422 33604 14748
1,52367 52368 33521 34856 33523 34857 6 34858 8 9 33290 34539 22286
1,78049 36639 33426 33427 33428 33999 6 33691 8 33289 33290 33430 26036
1,43010 37776 33426 35335 33428 35454 6 33518 8 9 33290 33430 22706
1,61795 43122 2 3 4 34917 6 33760 8 33345 33296 11 4604
1,60871 46240 2 3 4 33294 6 7 8 9 33296 11 9097
1,53809 46900 33316 33385 33317 33318 6 38434 8 9 33320 33863 14339
1,66934 36384 2 33730 4 36385 6 66935 8 33431 10 33657 21287
1,40424 36023 2 3 4 33438 6 33336 8 33275 33313 11 9725
1,51374 34766 2 3 4 33438 6 34246 8 33289 33276 33403 16959
0,68053 34962 2 3 4 33307 6 33336 8 33275 33313 11 12924
1,51861 35453 33426 35335 33428 35454 6 33691 8 33289 33290 33430 32438
0,40320 40321 33357 33458 33359 33517 6 33518 8 33289 33290 33430 20268
0,33736 33737 33283 33284 33285 33286 6 33738 8 33289 33290 33739 18699
0,41968 41969 33283 33885 33285 33350 6 41970 8 33431 33330 33430 21347
0,76588 34145 2 3 4 33279 6 33336 8 33275 33269 11 9419
0,43826 40398 2 3 4 33307 6 33336 8 33275 33269 11 26984
1,68931 43686 33426 35335 33428 35454 6 36877 8 33431 33290 33430 22571
0,48150 48151 33316 33385 33317 35768 6 48152 8 33268 33290 33270 11552
1,37044 34079 33521 33544 33523 34985 6 37045 8 9 33290 33403 22151
1,47807 37352 2 3 4 33438 6 34390 8 33309 33313 11 19892
1,76137 52520 2 33730 4 42245 6 76138 8 33326 33904 33657 20834
1,69531 42144 2 3 4 33438 6 34390 8 33309 33313 11 20305
0,63982 38747 2 33265 4 5 6 33559 8 33268 10 33270 18962
0,60246 60247 33299 33601 33301 34793 6 33478 8 9 33290 33430 27595
0,62320 43440 33416 33529 33418 35612 6 33708 8 33268 33290 33270 14416
1,43167 43168 33299 33395 33301 37667 6 43169 8 33289 33408 33657 28919
0,40880 40881 33283 34490 33285 34491 6 40882 8 33270 34493 33587 10441
0,73200 36271 2 3 4 33541 6 33336 8 33275 33276 11 28625
1,64087 37258 33416 33529 33418 33573 6 34557 8 9 33422 33430 18132
0,72415 36586 2 33265 4 33279 6 33280 8 33268 33455 33270 10368
1,45600 43122 2 3 4 35285 6 43152 8 33345 33313 11 4808
0,64091 33543 33521 33544 33523 33545 6 34226 8 33268 33290 33270 32199
1,69801 35593 2 3 4 33438 6 35594 8 33275 33276 11 20983
0,45318 37495 2 33265 4 34517 6 37378 8 33268 33313 33270 4250
0,68464 34260 2 3 4 33438 6 34246 8 33289 33313 33403 20630
0,38791 34453 2 3 4 33568 6 33569 8 33275 33570 11 21310
0,74295 37687 2 3 4 33568 6 33569 8 33275 33570 11 22543
1,37269 37270 33316 34024 33317 34480 6 33622 8 33431 33290 33604 16003
0,62325 33801 2 3 4 33307 6 33336 8 33275 33269 11 9107
0,54309 34076 2 33365 4 33366 6 34054 8 33368 33369 33370 4241
1,66771 42768 33339 34566 33341 35926 6 56220 8 33326 33290 33430 23794
1,37660 37661 33299 33790 33301 37662 6 33622 8 9 33290 33604 9343
1,40199 38301 33283 33666 33285 33667 6 40200 8 33431 33290 33291 6895
0,46559 36458 2 3 4 33438 6 33336 8 33275 33455 11 4426
1,37165 37166 2 33730 4 34251 6 33518 8 33431 33290 33430 2008
1,68240 42217 33339 35215 33341 35215 6 68241 35217 33431 35218 33430 23480
0,44834 34405 2 33265 4 33307 6 33280 8 33268 33296 33270 17988
0,46475 35039 2 3 4 33568 6 33569 8 33275 33570 11 7824
1,40004 34672 33316 34256 33317 34673 6 36497 8 33368 33408 33370 9416
1,47266 36287 2 3 4 5 6 47267 8 33431 10 33678 23001
0,39971 34690 2 3 4 33273 6 33336 8 33275 33455 11 16808
