decision,access_string
0,72142 33950 2 33265 4 33312 6 34743 8 33268 33313 33270 2619
0,47998 34927 2 3 4 33568 6 33569 8 33275 33570 11 15803
1,57125 39895 33316 33385 33317 33386 6 39896 8 33309 33320 33657 14941
1,37415 35307 33316 34024 33317 34025 6 33947 8 9 33290 33430 9980
1,39581 39582 2 33730 4 34251 6 33947 8 9 33290 33430 25528
1,58730 42494 33283 34432 33285 34433 6 33947 8 9 33290 33430 12923
0,53915 34225 33316 33265 33317 33318 6 35940 8 33268 33320 33270 30241
0,67454 35242 33521 33265 33523 34862 6 40175 8 33268 33290 33270 33124
0,37172 33950 2 33265 4 33312 6 37173 8 33268 33313 33270 30859
1,58268 42753 2 3 4 33438 6 36028 8 33289 33455 36029 9756
0,62923 37786 2 33265 4 33279 6 33280 8 33268 33313 33270 17090
0,76435 35196 2 33265 4 33266 6 33494 8 33268 33269 33270 12470
1,38115 36888 33299 33395 33301 33840 6 33947 8 9 33290 33430 22734
0,53958 46254 33339 33895 33341 33598 6 53959 33344 33326 33346 33430 26769
0,55904 35339 2 33265 4 33375 6 55905 8 33268 33296 33270 24889
0,40814 33577 2 3 4 33273 6 33649 8 33275 33296 11 14254
0,73950 34877 2 3 4 33307 6 33336 8 33275 33455 11 9698
0,69553 41760 2 33265 4 33485 6 67734 8 33268 33276 33270 4595
0,40304 35919 2 33365 4 35920 6 33947 8 9 33290 33430 8481
0,46081 35161 2 33365 4 33366 6 38874 8 33368 33408 33370 15742
1,77690 40346 33283 36963 33285 36964 6 77691 8 33431 33290 33291 33128
1,73808 35635 33299 33866 33301 33866 6 33947 8 9 33290 33430 17884
1,76761 35780 33283 35570 33285 35571 6 76762 8 9 33290 33461 26937
1,43898 43899 33339 35272 33341 38508 6 33947 8 9 33290 33430 29334
1,64960 33767 2 33768 4 33769 6 33770 8 33289 33290 33347 23312
1,69078 46365 33299 33395 33301 37667 6 69079 8 33431 33369 33657 14213
1,40318 33899 2 3 4 33438 6 33336 8 33275 33313 11 7692
0,38080 33981 2 33265 4 33273 6 33280 8 33268 33296 33270 13987
1,55039 55040 33283 34572 33285 34573 6 55041 33777 9 33290 33291 30002
1,37351 37352 2 3 4 33438 6 34390 8 33309 33313 11 20228
0,54259 40527 2 3 4 33273 6 33336 8 33275 33296 11 33125
0,74104 36876 33339 34566 33341 35926 6 33947 8 9 33290 33430 3661
1,55569 39698 2 33265 4 33438 6 33280 8 33268 33313 33270 11277
0,57899 34225 33316 33265 33317 33318 6 34226 8 33268 33320 33270 11649
0,57638 35161 2 33365 4 33366 6 38874 8 33368 33408 33370 16255
1,48909 37349 2 33365 4 33366 6 37350 8 33309 33408 33370 29185
1,74536 43686 33426 35335 33428 35454 6 36004 8 33431 33290 34569 22671
0,54721 46103 33299 33866 33301 33866 6 33947 8 9 33290 33430 8927
0,74206 48206 33521 33265 33523 35159 6 65000 8 33268 33290 33270 31776
0,46328 46329 2 3 4 33485 6 7 8 9 33276 11 9082
0,71126 33543 33521 33544 33523 33545 6 36300 8 33268 33290 33270 3422
1,62496 62497 2 33730 4 34251 6 33518 8 33289 33904 33430 27731
0,63008 63009 33316 34024 33317 39065 6 33518 8 9 33290 33430 20098
0,55794 33543 33521 33265 33523 34985 6 36300 8 33268 33290 33270 30803
1,73998 38155 2 3 4 33438 6 34390 8 33309 10 11 21128
1,41904 40115 33426 33675 33428 35374 6 33947 8 9 33290 33430 24135
0,77857 35271 33339 35272 33341 35273 6 37015 8 33431 35275 35276 8874
1,54355 39488 33299 33601 33301 33602 6 33947 8 9 33290 33430 30997
1,54007 40597 33299 33395 33301 33840 6 33905 8 33289 33290 33905 22955
1,40216 40217 33316 34024 33317 34025 6 33947 8 9 33290 33430 12019
0,34530 34531 33283 33666 33285 33667 6 34532 8 33431 33290 33461 17506
1,57899 34225 33316 33265 33317 33318 6 34226 8 33268 33320 33270 13803
1,36873 36670 33426 33675 33428 35398 6 33947 8 9 33290 33430 9320
0,68174 34960 2 33265 4 34644 6 33494 8 33268 33439 33270 32667
1,69463 35196 2 3 4 33438 6 36400 8 33309 33269 33403 20056
1,66393 50456 33316 33385 33317 33318 6 66394 8 33431 33320 33657 14989
1,47807 37352 2 3 4 33438 6 34390 8 33309 33313 11 19872
1,57899 34225 33316 33265 33317 33318 6 34226 8 33268 33320 33270 13757
1,62274 36572 2 3 4 33312 6 62275 8 33326 33313 11 21077
0,34463 34464 33283 34432 33285 34465 6 33947 8 9 33290 33430 13584
0,36191 34419 2 3 4 33307 6 33336 8 33275 33276 11 12720
0,59669 36695 33299 33790 33301 36696 6 36199 8 33289 33290 33430 4092
1,36854 34300 2 3 4 33438 6 34246 8 33289 33313 33403 21718
0,70528 53162 33416 33529 33418 35301 6 66069 8 33289 33290 33423 30391
0,76252 33543 33521 33544 33523 33545 6 36300 8 33268 33290 33270 15
0,74559 39212 33339 34566 33341 36667 6 33947 8 9 33290 33430 8704
0,66861 36529 2 3 4 33467 6 50264 8 9 33313 33628 30435
1,54229 46788 33339 35272 33341 35273 6 54230 35217 9 35275 35276 30384
0,63901 47790 33283 33975 33285 34535 6 53954 8 33289 33976 34553 22915
0,48315 35094 2 3 4 33438 6 33336 8 33275 33313 11 24950
0,64667 34271 33283 33885 33285 47909 6 64668 34383 33431 33290 34780 30413
1,47266 36287 2 3 4 5 6 47267 8 33431 10 33678 3901
1,55039 55040 33283 34572 33285 34573 6 55041 33777 9 33290 33291 27599
0,65524 57222 33521 35427 33523 35427 6 65525 8 33431 33290 33526 29556
0,53764 38143 33316 34256 33317 35625 6 53765 8 9 33388 33430 24555
1,42698 42699 33357 33458 33359 34163 6 42518 8 9 33290 600 9865
0,71841 62722 33283 34432 33285 34465 6 33947 8 9 33290 33430 9449
0,71561 41005 2 33365 4 34063 6 33622 8 9 33904 33430 22672
1,60945 34396 33299 34397 33301 34398 6 33947 8 9 33290 33430 31130
1,63089 43490 33416 33529 33418 49910 6 33947 8 9 33290 33430 8695
0,50274 35158 33521 33265 33523 35159 6 33708 8 33268 33290 33270 22445
0,54458 36974 33426 33621 33428 33621 6 33947 8 9 33290 33430 7471
1,66728 35142 33316 33385 33317 35835 6 66729 8 33431 33290 33430 17090
0,76647 33543 33521 33544 33523 33545 6 36300 8 33268 33290 33270 7218
1,52070 36287 2 3 4 33266 6 48351 8 33431 33269 33678 10188
1,76321 37666 33299 33395 33301 37667 6 76322 8 33268 33290 33270 28899
0,45560 35506 2 3 4 33307 6 33336 8 33275 33313 11 7214
0,57387 33543 33521 33544 33523 33545 6 36300 8 33268 33290 33270 6476
1,59537 49080 33316 34024 33317 34480 6 33947 8 9 33290 33430 12379
1,60951 33883 33283 33447 33285 33448 6 33691 8 9 33290 33430 12485
1,53529 44688 33426 35335 33428 35454 6 33947 8 9 33290 33430 22580
0,60945 34396 33299 34397 33301 34398 6 33947 8 9 33290 33430 7427
1,33310 33311 2 3 4 33312 6 7 8 9 33313 11 10188
1,68706 37198 33316 34024 33317 37199 6 33947 8 9 33290 33430 11770
1,57717 44584 33299 33395 33301 37490 6 57718 8 33326 33290 33430 13475
1,55876 37352 2 3 4 33438 6 34390 8 33309 33313 11 20228
0,64407 37970 2 33265 4 35285 6 37971 8 33268 33313 33270 29235
1,47840 47841 33283 36494 33285 34662 6 36495 8 33289 33290 33291 27283
0,61512 33293 2 33265 4 33294 6 33280 8 33268 33296 33270 15766
0,63263 53367 33283 33666 33285 33667 6 49012 8 33289 33290 33291 21499
0,40289 34784 2 3 4 33568 6 33569 8 33275 33570 11 21480
1,53893 46117 33347 35017 33502 40264 6 53894 8 33431 33290 33347 4218
1,61527 38505 2 33730 4 33731 6 33947 8 9 33290 33430 21446
1,73998 38155 2 3 4 33438 6 34390 8 33309 10 11 19976
0,65196 43171 33316 33265 33317 34556 6 33397 8 33268 33290 33270 27499
1,34270 34271 33283 33885 33285 33350 6 34272 8 9 33290 33461 31418
0,43769 43770 33299 33601 33301 33812 6 33947 8 9 33290 33430 14732
1,37932 37933 33316 34256 33317 35625 6 33518 8 9 33388 33430 11809
0,43769 43770 33299 33601 33301 33812 6 33947 8 9 33290 33430 27261
0,53292 48206 33521 35659 33523 35159 6 48207 8 33431 33290 33526 27518
1,43769 43770 33299 33601 33301 33812 6 33947 8 9 33290 33430 29865
1,49623 43401 33316 34347 33317 34347 6 33616 8 33431 33290 33461 12313
1,43726 38848 33316 34024 33317 37199 6 33947 8 9 33290 33430 12376
1,76321 37666 33299 33395 33301 37667 6 76322 8 33268 33290 33270 28957
1,51963 35423 2 3 4 33438 6 34246 8 33289 33313 33403 20081
0,51968 51969 33416 33689 33418 33828 6 51970 33421 33431 33422 33430 15630
1,76321 37666 33299 33395 33301 37667 6 76322 8 33268 33290 33270 17479
1,46244 46245 33299 33866 33301 33866 6 33947 8 9 33290 33430 23879
0,54222 34692 2 33265 4 33266 6 34693 8 33268 33269 33270 5866
0,73009 42753 2 3 4 33438 6 33442 8 33309 33455 11 9253
1,76321 37666 33299 33395 33301 37667 6 76322 8 33268 33290 33270 28965
1,74639 35599 33283 34432 33285 35600 6 33947 37706 9 33290 33430 17876
1,66934 36384 2 33730 4 36385 6 66935 8 33431 10 33657 19872
0,74104 36876 33339 34566 33341 35926 6 33947 8 9 33290 33430 15317
0,37730 37731 33416 33689 33418 33615 6 37732 8 33268 33617 33270 19840
0,63827 39582 2 33730 4 34251 6 33691 8 33289 33290 33430 11933
1,54355 39488 33299 33601 33301 33602 6 33947 8 9 33290 33430 31000
1,72402 69069 33283 35227 33285 35228 6 50710 8 33289 33290 33461 32913
0,73652 33899 2 3 4 33438 6 33336 8 33275 33313 11 17269
1,71484 34180 2 34181 4 34182 6 36249 8 33431 33290 33430 28874
1,53529 44688 33426 35335 33428 35454 6 33947 8 9 33290 33430 22650
1,73962 39698 2 3 4 33438 6 33336 8 33275 33313 11 7605
1,34463 34464 33283 34432 33285 34465 6 33947 8 9 33290 33430 23627
1,77792 33401 33316 33385 33317 33386 6 39896 8 33289 33290 33657 15971
0,34463 34464 33283 34432 33285 34465 6 33947 8 9 33290 33430 22738
1,38115 36888 33299 33395 33301 33840 6 33947 8 9 33290 33430 10266
0,63116 63117 33299 33866 33301 33866 6 33947 8 9 33290 33430 4712
1,73009 42753 2 3 4 33438 6 33442 8 33309 33455 11 10955
1,57065 40608 33283 34432 33285 49581 6 33622 8 9 33290 33604 12906
1,64667 34271 33283 33885 33285 47909 6 64668 34383 33431 33290 34780 33012
0,64999 48206 33521 33265 33523 35159 6 65000 8 33268 33290 33270 2549
0,57638 35161 2 33365 4 33366 6 38874 8 33368 33408 33370 15654
0,58865 41441 33299 33866 33301 33866 6 58866 8 33431 33290 33430 20027
1,75104 35119 2 33730 4 34200 6 35120 8 9 10 33657 12485
1,74639 35599 33283 34432 33285 35600 6 33947 37706 9 33290 33430 8349
1,59102 59103 2 33768 4 33769 6 36985 8 33309 33313 33347 11276
1,34700 34701 33426 33427 33428 33429 6 33947 8 9 33290 33430 32065
1,40304 35919 2 33365 4 35920 6 33947 8 9 33290 33430 9676
0,76669 36690 2 34181 4 34182 6 76670 8 33431 33290 33430 9951
0,47481 33985 33299 33395 33301 33840 6 33947 8 9 33290 33430 33057
1,58730 42494 33283 34432 33285 34433 6 33947 8 9 33290 33430 12797
1,47266 36287 2 3 4 5 6 47267 8 33431 10 33678 21077
1,55571 36690 2 34181 4 34182 6 33518 8 9 33290 33430 17954
1,33445 33446 33283 33447 33285 33448 6 33449 8 33289 33290 33450 13093
1,71841 62722 33283 34432 33285 34465 6 33947 8 9 33290 33430 23629
0,37301 37302 33426 33427 33428 33429 6 33947 8 9 33290 33430 18953
1,77504 36690 2 34181 4 34182 6 33518 8 9 33904 33430 31159
1,57065 40608 33283 34432 33285 49581 6 33622 8 9 33290 33604 12760
0,70000 36651 2 3 4 33279 6 33336 8 33275 33269 11 33120
1,40304 35919 2 33365 4 35920 6 33947 8 9 33290 33430 2491
0,57526 36326 2 33265 4 33438 6 33333 8 33268 33313 33270 29556
1,60827 35158 33521 35659 33523 35159 6 60828 8 33431 33290 33526 2576
1,66388 37738 33316 34024 33317 34025 6 33947 8 9 33290 33430 11963
0,49553 41477 2 33730 4 34251 6 36016 8 33431 33904 37073 9908
1,52890 52891 33521 34787 33523 33549 6 52892 8 33289 33290 33526 25308
0,58206 34616 2 3 4 33279 6 33336 8 33275 33455 11 4689
1,40345 40346 33283 36963 33285 36964 6 40347 8 33431 33290 33291 33124
1,72104 72105 33339 35215 33341 35215 6 36850 35217 33431 35218 33461 30384
0,71755 33272 2 3 4 33273 6 33336 8 33275 33276 11 32137
0,53722 35506 2 3 4 33307 6 33336 8 33275 33313 11 8676
0,71443 35506 2 3 4 33307 6 33336 8 33275 33313 11 16110
0,64855 34225 33316 33265 33317 33318 6 38588 8 33268 33320 33270 30369
1,49340 49341 33283 40641 33285 38008 6 49342 8 9 33290 33291 25058
0,47727 33543 33521 33544 33523 33545 6 36300 8 33268 33290 33270 10123
1,57843 35506 2 3 4 33307 6 33336 8 33275 33313 11 9733
1,67384 35944 2 33730 4 34251 6 33947 8 9 33290 33430 11028
1,52539 40608 33283 33265 33285 35600 6 33397 8 33268 33290 33270 12728
1,48688 40217 33316 34024 33317 34025 6 33947 8 9 33290 33430 12080
0,54461 33950 2 33265 4 33312 6 44203 8 33268 33313 33270 15593
0,61759 35506 2 3 4 33307 6 33336 8 33275 33313 11 30899
0,77550 48541 33283 33975 33285 50750 6 51193 8 33431 38290 33291 23876
0,34270 34271 33283 33885 33285 33350 6 34272 8 9 33290 33461 20329
1,74209 35506 2 3 4 33307 6 33336 8 33275 33313 11 11316
1,65196 43171 33316 33265 33317 34556 6 33397 8 33268 33290 33270 12345
1,67011 41235 33283 36963 33285 36964 6 67012 8 9 33290 33291 33127
1,52565 48206 33521 35659 33523 35159 6 52566 8 33326 33290 33526 6550
0,44832 44833 2 33265 4 33312 6 35596 8 33268 33313 33270 14933
0,52963 35196 2 33265 4 33266 6 33494 8 33268 33269 33270 17179
0,48619 48620 2 33265 4 33312 6 35596 8 33268 33313 33270 27031
0,64341 34431 33283 34432 33285 49581 6 34936 8 9 33290 33712 14889
1,55432 36287 2 3 4 34917 6 55433 8 33431 33296 33678 4622
1,58092 34271 33283 33885 33285 47909 6 58093 34383 9 33290 34780 25094
0,74981 54432 2 3 4 33485 6 54433 8 9 33276 33628 18580
0,47686 33558 2 33265 4 33266 6 33559 8 33268 33269 33270 29640
0,75932 35242 33521 33265 33523 34862 6 33708 8 33268 33290 33270 10646
0,35432 35115 2 33265 4 33294 6 35116 8 33268 33296 33270 21128
0,64407 37970 2 33265 4 35285 6 37971 8 33268 33313 33270 23054
1,43726 38848 33316 34024 33317 37199 6 33947 8 9 33290 33430 11375
1,46171 42490 33426 33427 33428 33429 6 46172 8 33345 33290 33430 22672
0,68836 35506 2 3 4 33307 6 33336 8 33275 33313 11 31028
0,70501 33561 2 33265 4 33307 6 33280 8 33268 33313 33270 27764
1,57065 40608 33283 34432 33285 49581 6 33622 8 9 33290 33604 12892
1,76321 37666 33299 33395 33301 37667 6 76322 8 33268 33290 33270 23249
1,72402 69069 33283 35227 33285 35228 6 50710 8 33289 33290 33461 33144
0,51768 35506 2 33265 4 33307 6 33280 8 33268 33313 33270 14991
1,72402 69069 33283 35227 33285 35228 6 50710 8 33289 33290 33461 8793
1,55320 39424 33316 34024 33317 38575 6 33947 8 9 33290 33430 11919
0,59923 33963 2 3 4 33307 6 33336 8 33275 33296 11 29552
0,75711 34225 33316 33265 33317 33318 6 38588 8 33268 33320 33270 32129
0,68219 33640 2 33265 4 33273 6 33280 8 33268 33313 33270 20418
0,48078 39778 2 3 4 33438 6 48079 8 33309 10 33712 15273
1,52070 36287 2 3 4 33266 6 48351 8 33431 33269 33678 20778
0,51424 33543 33521 33544 33523 33545 6 36300 8 33268 33290 33270 24458
0,62232 33435 2 3 4 33307 6 33336 8 33275 33276 11 19698
0,58691 34692 2 33265 4 33266 6 33609 8 33268 33269 33270 18966
0,50749 48541 33283 33975 33285 50750 6 50751 8 9 38290 33291 4041
